PID,Product,Category,Cost_per_box,GeoID,Geo,Boxes,TotalCost,Reveneu,Profit,SaleDate,Customers,SPID,Salesperson,Team
P10,Spicy Special Slims,Bites,5.79,G5,Australia,325,1881.75,5845,3963.25,8/3/2021 0:00,47,SP03,Gunar Cockshoot,Yummies
P03,Almond Choco,Bars,9.6,G3,Canada,804,7718.4,9639,1920.6,10/18/2021 0:00,85,SP16,Marney O'Breen,Jucies
P18,Manuka Honey Choco,Other,4.75,G6,UK,238,1130.5,2135,1004.5,9/1/2021 0:00,170,SP06,Curtice Advani,Delish
P01,Milk Bars,Bars,1.52,G1,India,1129,1716.08,12418,10701.92,2/4/2021 0:00,113,SP04,Wilone O'Kielt,Delish
P22,Peanut Butter Cubes,Bites,3.57,G1,India,134,478.38,2947,2468.62,9/8/2021 0:00,159,SP03,Gunar Cockshoot,Yummies
P19,70% Dark Bites,Bites,4.97,G4,New Zealand,383,1903.51,9184,7280.49,3/16/2021 0:00,135,SP04,Wilone O'Kielt,Delish
P21,Choco Coated Almonds,Bites,6.17,G4,New Zealand,515,3177.55,6692,3514.45,5/31/2021 0:00,83,SP13,Jan Morforth,Delish
P20,Smooth Sliky Salty,Bars,2.97,G6,UK,112,332.64,2016,1683.36,7/26/2021 0:00,52,SP07,Kaine Padly,Delish
P02,50% Dark Bites,Bites,2.57,G4,New Zealand,45,115.65,1057,941.35,11/12/2021 0:00,96,SP19,Beverie Moffet,Jucies
P17,Caramel Stuffed Bars,Bars,0.54,G3,Canada,221,119.34,2863,2743.66,3/10/2021 0:00,31,SP11,Husein Augar,Yummies
P04,Raspberry Choco,Bars,4.09,G2,USA,315,1288.35,5040,3751.65,1/4/2021 0:00,59,SP07,Kaine Padly,Delish
P10,Spicy Special Slims,Bites,5.79,G1,India,177,1024.83,3346,2321.17,11/2/2021 0:00,233,SP18,Madelene Upcott,Jucies
P21,Choco Coated Almonds,Bites,6.17,G1,India,385,2375.45,6146,3770.55,3/25/2021 0:00,323,SP25,Camilla Castle,Delish
P02,50% Dark Bites,Bites,2.57,G5,Australia,354,909.78,9555,8645.22,10/21/2021 0:00,46,SP02,Dennison Crosswaite,Yummies
P14,White Choc,Other,0.16,G2,USA,1358,217.28,10857,10639.72,8/23/2021 0:00,58,SP11,Husein Augar,Yummies
P12,Fruit & Nut Bars,Bars,1.58,G2,USA,137,216.46,3423,3206.54,12/10/2021 0:00,236,SP04,Wilone O'Kielt,Delish
P03,Almond Choco,Bars,9.6,G1,India,159,1526.4,1897,370.6,3/25/2021 0:00,181,SP13,Jan Morforth,Delish
P19,70% Dark Bites,Bites,4.97,G3,Canada,506,2514.82,12131,9616.18,10/1/2021 0:00,122,SP12,Karlen McCaffrey,Yummies
P11,After Nines,Bites,4.43,G6,UK,282,1249.26,5915,4665.74,1/20/2021 0:00,32,SP25,Camilla Castle,Delish
P10,Spicy Special Slims,Bites,5.79,G5,Australia,124,717.96,2093,1375.04,4/7/2021 0:00,136,SP02,Dennison Crosswaite,Yummies
P11,After Nines,Bites,4.43,G3,Canada,309,1368.87,5859,4490.13,2/25/2021 0:00,229,SP25,Camilla Castle,Delish
P21,Choco Coated Almonds,Bites,6.17,G4,New Zealand,332,2048.44,5299,3250.56,3/3/2021 0:00,91,SP19,Beverie Moffet,Jucies
P11,After Nines,Bites,4.43,G1,India,593,2626.99,11249,8622.01,11/5/2021 0:00,130,SP17,Rafaelita Blaksland,unkown
P03,Almond Choco,Bars,9.6,G6,UK,73,700.8,875,174.2,7/28/2021 0:00,235,SP10,Brien Boise,Jucies
P19,70% Dark Bites,Bites,4.97,G4,New Zealand,22,109.34,469,359.66,1/25/2021 0:00,242,SP01,Barr Faughny,Yummies
P03,Almond Choco,Bars,9.6,G2,USA,493,4732.8,6902,2169.2,3/11/2021 0:00,328,SP22,Jehu Rudeforth,unkown
P01,Milk Bars,Bars,1.52,G1,India,160,243.2,1435,1191.8,11/15/2021 0:00,76,SP01,Barr Faughny,Yummies
P08,99% Dark & Pure,Bars,2.47,G3,Canada,734,1812.98,8806,6993.02,7/9/2021 0:00,168,SP02,Dennison Crosswaite,Yummies
P05,Mint Chip Choco,Bars,1.54,G4,New Zealand,319,491.26,5096,4604.74,8/17/2021 0:00,249,SP19,Beverie Moffet,Jucies
P11,After Nines,Bites,4.43,G3,Canada,130,575.9,2856,2280.1,8/26/2021 0:00,37,SP11,Husein Augar,Yummies
P09,Orange Choco,Bars,7.14,G5,Australia,186,1328.04,1484,155.96,10/15/2021 0:00,446,SP04,Wilone O'Kielt,Delish
P22,Peanut Butter Cubes,Bites,3.57,G6,UK,1,3.57,7,3.43,10/18/2021 0:00,26,SP19,Beverie Moffet,Jucies
P08,99% Dark & Pure,Bars,2.47,G6,UK,44,108.68,525,416.32,6/4/2021 0:00,43,SP21,Mallorie Waber,unkown
P13,85% Dark Bars,Bars,0.64,G6,UK,267,170.88,5334,5163.12,11/18/2021 0:00,104,SP20,Oby Sorrel,Jucies
P15,Baker's Choco Chips,Bars,3.4,G1,India,16,54.4,427,372.6,6/24/2021 0:00,409,SP16,Marney O'Breen,Jucies
P01,Milk Bars,Bars,1.52,G4,New Zealand,118,179.36,1295,1115.64,3/25/2021 0:00,316,SP11,Husein Augar,Yummies
P11,After Nines,Bites,4.43,G4,New Zealand,285,1262.55,6258,4995.45,10/11/2021 0:00,63,SP21,Mallorie Waber,unkown
P22,Peanut Butter Cubes,Bites,3.57,G1,India,370,1320.9,8120,6799.1,11/11/2021 0:00,214,SP14,Dotty Strutley,Delish
P17,Caramel Stuffed Bars,Bars,0.54,G1,India,795,429.3,8743,8313.7,3/1/2021 0:00,333,SP08,Ches Bonnell,unkown
P18,Manuka Honey Choco,Other,4.75,G6,UK,812,3857,5684,1827,8/31/2021 0:00,20,SP08,Ches Bonnell,unkown
P14,White Choc,Other,0.16,G2,USA,716,114.56,5012,4897.44,12/15/2021 0:00,39,SP01,Barr Faughny,Yummies
P10,Spicy Special Slims,Bites,5.79,G5,Australia,427,2472.33,7686,5213.67,4/12/2021 0:00,452,SP09,Andria Kimpton,Jucies
P22,Peanut Butter Cubes,Bites,3.57,G6,UK,349,1245.93,8008,6762.07,5/12/2021 0:00,251,SP20,Oby Sorrel,Jucies
P13,85% Dark Bars,Bars,0.64,G5,Australia,227,145.28,4753,4607.72,1/15/2021 0:00,7,SP01,Barr Faughny,Yummies
P02,50% Dark Bites,Bites,2.57,G5,Australia,235,603.95,6335,5731.05,1/21/2021 0:00,63,SP16,Marney O'Breen,Jucies
P18,Manuka Honey Choco,Other,4.75,G6,UK,129,612.75,1155,542.25,4/20/2021 0:00,154,SP17,Rafaelita Blaksland,unkown
P06,Eclairs,Bites,2.24,G4,New Zealand,709,1588.16,9926,8337.84,2/19/2021 0:00,13,SP21,Mallorie Waber,unkown
P07,Drinking Coco,Other,1.62,G4,New Zealand,187,302.94,4480,4177.06,10/19/2021 0:00,513,SP15,Kelci Walkden,Yummies
P15,Baker's Choco Chips,Bars,3.4,G1,India,215,731,5159,4428,8/18/2021 0:00,146,SP02,Dennison Crosswaite,Yummies
P03,Almond Choco,Bars,9.6,G3,Canada,862,8275.2,12061,3785.8,8/20/2021 0:00,28,SP21,Mallorie Waber,unkown
P06,Eclairs,Bites,2.24,G2,USA,443,992.32,7525,6532.68,2/23/2021 0:00,165,SP25,Camilla Castle,Delish
P18,Manuka Honey Choco,Other,4.75,G6,UK,829,3937.75,8288,4350.25,10/11/2021 0:00,289,SP01,Barr Faughny,Yummies
P08,99% Dark & Pure,Bars,2.47,G1,India,111,274.17,1442,1167.83,1/4/2021 0:00,296,SP17,Rafaelita Blaksland,unkown
P16,Organic Choco Syrup,Other,1.47,G5,Australia,28,41.16,196,154.84,1/12/2021 0:00,343,SP17,Rafaelita Blaksland,unkown
P07,Drinking Coco,Other,1.62,G1,India,44,71.28,1099,1027.72,1/13/2021 0:00,213,SP25,Camilla Castle,Delish
P07,Drinking Coco,Other,1.62,G4,New Zealand,187,302.94,4298,3995.06,7/13/2021 0:00,76,SP18,Madelene Upcott,Jucies
P08,99% Dark & Pure,Bars,2.47,G4,New Zealand,548,1353.56,7672,6318.44,8/25/2021 0:00,85,SP23,Van Tuxwell,Yummies
P06,Eclairs,Bites,2.24,G5,Australia,500,1120,7490,6370,7/27/2021 0:00,116,SP01,Barr Faughny,Yummies
P04,Raspberry Choco,Bars,4.09,G1,India,494,2020.46,8876,6855.54,11/26/2021 0:00,154,SP13,Jan Morforth,Delish
P01,Milk Bars,Bars,1.52,G1,India,566,860.32,5089,4228.68,12/1/2021 0:00,324,SP09,Andria Kimpton,Jucies
P22,Peanut Butter Cubes,Bites,3.57,G3,Canada,266,949.62,5838,4888.38,7/14/2021 0:00,123,SP14,Dotty Strutley,Delish
P12,Fruit & Nut Bars,Bars,1.58,G4,New Zealand,347,548.26,8673,8124.74,1/25/2021 0:00,250,SP15,Kelci Walkden,Yummies
P10,Spicy Special Slims,Bites,5.79,G1,India,608,3520.32,10325,6804.68,9/13/2021 0:00,76,SP15,Kelci Walkden,Yummies
P06,Eclairs,Bites,2.24,G3,Canada,787,1762.88,11802,10039.12,3/25/2021 0:00,34,SP04,Wilone O'Kielt,Delish
P03,Almond Choco,Bars,9.6,G5,Australia,422,4051.2,5481,1429.8,4/22/2021 0:00,41,SP17,Rafaelita Blaksland,unkown
P16,Organic Choco Syrup,Other,1.47,G2,USA,590,867.3,4130,3262.7,5/10/2021 0:00,437,SP04,Wilone O'Kielt,Delish
P05,Mint Chip Choco,Bars,1.54,G4,New Zealand,643,990.22,10927,9936.78,6/1/2021 0:00,292,SP15,Kelci Walkden,Yummies
P11,After Nines,Bites,4.43,G1,India,48,212.64,952,739.36,2/3/2021 0:00,75,SP19,Beverie Moffet,Jucies
P15,Baker's Choco Chips,Bars,3.4,G6,UK,181,615.4,4704,4088.6,5/4/2021 0:00,249,SP19,Beverie Moffet,Jucies
P21,Choco Coated Almonds,Bites,6.17,G2,USA,398,2455.66,5572,3116.34,4/15/2021 0:00,116,SP01,Barr Faughny,Yummies
P11,After Nines,Bites,4.43,G2,USA,325,1439.75,7147,5707.25,11/4/2021 0:00,456,SP07,Kaine Padly,Delish
P11,After Nines,Bites,4.43,G1,India,56,248.08,1120,871.92,4/13/2021 0:00,92,SP09,Andria Kimpton,Jucies
P03,Almond Choco,Bars,9.6,G1,India,807,7747.2,8876,1128.8,11/29/2021 0:00,384,SP10,Brien Boise,Jucies
P06,Eclairs,Bites,2.24,G2,USA,698,1563.52,9765,8201.48,3/15/2021 0:00,115,SP22,Jehu Rudeforth,unkown
P13,85% Dark Bars,Bars,0.64,G4,New Zealand,405,259.2,8897,8637.8,4/16/2021 0:00,136,SP06,Curtice Advani,Delish
P20,Smooth Sliky Salty,Bars,2.97,G3,Canada,378,1122.66,5663,4540.34,11/8/2021 0:00,356,SP08,Ches Bonnell,unkown
P05,Mint Chip Choco,Bars,1.54,G1,India,78,120.12,1239,1118.88,12/20/2021 0:00,48,SP15,Kelci Walkden,Yummies
P06,Eclairs,Bites,2.24,G3,Canada,647,1449.28,9058,7608.72,6/3/2021 0:00,176,SP25,Camilla Castle,Delish
P10,Spicy Special Slims,Bites,5.79,G2,USA,236,1366.44,4473,3106.56,1/11/2021 0:00,3,SP03,Gunar Cockshoot,Yummies
P18,Manuka Honey Choco,Other,4.75,G3,Canada,149,707.75,1337,629.25,6/10/2021 0:00,89,SP16,Marney O'Breen,Jucies
P21,Choco Coated Almonds,Bites,6.17,G2,USA,128,789.76,1659,869.24,11/23/2021 0:00,148,SP09,Andria Kimpton,Jucies
P08,99% Dark & Pure,Bars,2.47,G2,USA,236,582.92,3297,2714.08,8/5/2021 0:00,189,SP21,Mallorie Waber,unkown
P07,Drinking Coco,Other,1.62,G3,Canada,116,187.92,2877,2689.08,11/17/2021 0:00,222,SP04,Wilone O'Kielt,Delish
P02,50% Dark Bites,Bites,2.57,G6,UK,148,380.36,3843,3462.64,7/22/2021 0:00,142,SP09,Andria Kimpton,Jucies
P16,Organic Choco Syrup,Other,1.47,G4,New Zealand,593,871.71,4739,3867.29,3/15/2021 0:00,553,SP01,Barr Faughny,Yummies
P08,99% Dark & Pure,Bars,2.47,G4,New Zealand,107,264.29,1274,1009.71,2/9/2021 0:00,111,SP02,Dennison Crosswaite,Yummies
P12,Fruit & Nut Bars,Bars,1.58,G4,New Zealand,14,22.12,350,327.88,3/17/2021 0:00,270,SP03,Gunar Cockshoot,Yummies
P04,Raspberry Choco,Bars,4.09,G4,New Zealand,488,1995.92,7798,5802.08,8/25/2021 0:00,303,SP14,Dotty Strutley,Delish
P09,Orange Choco,Bars,7.14,G4,New Zealand,21,149.94,210,60.06,11/16/2021 0:00,78,SP10,Brien Boise,Jucies
P11,After Nines,Bites,4.43,G3,Canada,284,1258.12,5964,4705.88,11/25/2021 0:00,137,SP08,Ches Bonnell,unkown
P01,Milk Bars,Bars,1.52,G4,New Zealand,680,1033.6,6118,5084.4,10/7/2021 0:00,339,SP23,Van Tuxwell,Yummies
P22,Peanut Butter Cubes,Bites,3.57,G1,India,295,1053.15,7077,6023.85,8/9/2021 0:00,50,SP09,Andria Kimpton,Jucies
P14,White Choc,Other,0.16,G1,India,77,12.32,763,750.68,6/11/2021 0:00,547,SP17,Rafaelita Blaksland,unkown
P15,Baker's Choco Chips,Bars,3.4,G3,Canada,69,234.6,1778,1543.4,10/21/2021 0:00,341,SP08,Ches Bonnell,unkown
P19,70% Dark Bites,Bites,4.97,G5,Australia,66,328.02,1568,1239.98,7/13/2021 0:00,130,SP17,Rafaelita Blaksland,unkown
P12,Fruit & Nut Bars,Bars,1.58,G2,USA,514,812.12,11809,10996.88,7/5/2021 0:00,140,SP14,Dotty Strutley,Delish
P06,Eclairs,Bites,2.24,G2,USA,88,197.12,1316,1118.88,11/3/2021 0:00,419,SP09,Andria Kimpton,Jucies
P16,Organic Choco Syrup,Other,1.47,G2,USA,25,36.75,224,187.25,1/25/2021 0:00,90,SP21,Mallorie Waber,unkown
P04,Raspberry Choco,Bars,4.09,G1,India,272,1112.48,4074,2961.52,11/10/2021 0:00,136,SP09,Andria Kimpton,Jucies
P13,85% Dark Bars,Bars,0.64,G5,Australia,138,88.32,2618,2529.68,1/26/2021 0:00,202,SP25,Camilla Castle,Delish
P19,70% Dark Bites,Bites,4.97,G6,UK,11,54.67,259,204.33,6/4/2021 0:00,98,SP03,Gunar Cockshoot,Yummies
P01,Milk Bars,Bars,1.52,G1,India,552,839.04,6069,5229.96,3/1/2021 0:00,183,SP15,Kelci Walkden,Yummies
P14,White Choc,Other,0.16,G2,USA,216,34.56,2156,2121.44,6/4/2021 0:00,42,SP03,Gunar Cockshoot,Yummies
P14,White Choc,Other,0.16,G5,Australia,364,58.24,3269,3210.76,7/7/2021 0:00,84,SP13,Jan Morforth,Delish
P14,White Choc,Other,0.16,G4,New Zealand,1265,202.4,12642,12439.6,8/16/2021 0:00,138,SP19,Beverie Moffet,Jucies
P02,50% Dark Bites,Bites,2.57,G1,India,356,914.92,8890,7975.08,6/3/2021 0:00,5,SP05,Gigi Bohling,Delish
P09,Orange Choco,Bars,7.14,G6,UK,957,6832.98,7651,818.02,6/22/2021 0:00,8,SP23,Van Tuxwell,Yummies
P10,Spicy Special Slims,Bites,5.79,G6,UK,140,810.6,2380,1569.4,6/14/2021 0:00,188,SP01,Barr Faughny,Yummies
P17,Caramel Stuffed Bars,Bars,0.54,G2,USA,350,189,3500,3311,6/21/2021 0:00,177,SP21,Mallorie Waber,unkown
P08,99% Dark & Pure,Bars,2.47,G2,USA,158,390.26,1890,1499.74,11/8/2021 0:00,125,SP16,Marney O'Breen,Jucies
P04,Raspberry Choco,Bars,4.09,G4,New Zealand,300,1227,5397,4170,4/12/2021 0:00,426,SP05,Gigi Bohling,Delish
P09,Orange Choco,Bars,7.14,G4,New Zealand,222,1585.08,2436,850.92,2/8/2021 0:00,12,SP20,Oby Sorrel,Jucies
P14,White Choc,Other,0.16,G6,UK,708,113.28,5663,5549.72,2/15/2021 0:00,252,SP14,Dotty Strutley,Delish
P20,Smooth Sliky Salty,Bars,2.97,G3,Canada,456,1354.32,6832,5477.68,1/1/2021 0:00,162,SP17,Rafaelita Blaksland,unkown
P21,Choco Coated Almonds,Bites,6.17,G6,UK,1428,8810.76,21406,12595.24,11/3/2021 0:00,165,SP16,Marney O'Breen,Jucies
P12,Fruit & Nut Bars,Bars,1.58,G6,UK,295,466.1,6489,6022.9,5/7/2021 0:00,59,SP17,Rafaelita Blaksland,unkown
P18,Manuka Honey Choco,Other,4.75,G6,UK,269,1277.75,2149,871.25,7/29/2021 0:00,82,SP10,Brien Boise,Jucies
P19,70% Dark Bites,Bites,4.97,G2,USA,354,1759.38,7420,5660.62,12/17/2021 0:00,259,SP20,Oby Sorrel,Jucies
P02,50% Dark Bites,Bites,2.57,G4,New Zealand,113,290.41,2709,2418.59,5/5/2021 0:00,56,SP08,Ches Bonnell,unkown
P14,White Choc,Other,0.16,G1,India,816,130.56,5712,5581.44,8/27/2021 0:00,318,SP09,Andria Kimpton,Jucies
P12,Fruit & Nut Bars,Bars,1.58,G3,Canada,189,298.62,4158,3859.38,9/30/2021 0:00,80,SP22,Jehu Rudeforth,unkown
P18,Manuka Honey Choco,Other,4.75,G5,Australia,935,4441.25,7476,3034.75,6/9/2021 0:00,257,SP08,Ches Bonnell,unkown
P18,Manuka Honey Choco,Other,4.75,G2,USA,1544,7334,10808,3474,4/30/2021 0:00,46,SP03,Gunar Cockshoot,Yummies
P05,Mint Chip Choco,Bars,1.54,G6,UK,173,266.42,3101,2834.58,2/5/2021 0:00,99,SP08,Ches Bonnell,unkown
P07,Drinking Coco,Other,1.62,G2,USA,12,19.44,245,225.56,3/8/2021 0:00,41,SP11,Husein Augar,Yummies
P12,Fruit & Nut Bars,Bars,1.58,G1,India,217,342.86,4774,4431.14,5/25/2021 0:00,368,SP24,Roddy Speechley,Delish
P22,Peanut Butter Cubes,Bites,3.57,G3,Canada,388,1385.16,9681,8295.84,5/20/2021 0:00,257,SP23,Van Tuxwell,Yummies
P20,Smooth Sliky Salty,Bars,2.97,G4,New Zealand,23,68.31,385,316.69,8/2/2021 0:00,205,SP25,Camilla Castle,Delish
P10,Spicy Special Slims,Bites,5.79,G4,New Zealand,295,1708.05,5593,3884.95,6/14/2021 0:00,80,SP24,Roddy Speechley,Delish
P16,Organic Choco Syrup,Other,1.47,G5,Australia,180,264.6,1617,1352.4,5/14/2021 0:00,298,SP13,Jan Morforth,Delish
P12,Fruit & Nut Bars,Bars,1.58,G3,Canada,289,456.62,7224,6767.38,12/24/2021 0:00,110,SP04,Wilone O'Kielt,Delish
P20,Smooth Sliky Salty,Bars,2.97,G5,Australia,325,965.25,4872,3906.75,9/3/2021 0:00,101,SP05,Gigi Bohling,Delish
P09,Orange Choco,Bars,7.14,G1,India,921,6575.94,8281,1705.06,12/20/2021 0:00,242,SP16,Marney O'Breen,Jucies
P07,Drinking Coco,Other,1.62,G4,New Zealand,117,189.54,2569,2379.46,2/22/2021 0:00,38,SP13,Jan Morforth,Delish
P19,70% Dark Bites,Bites,4.97,G4,New Zealand,342,1699.74,7518,5818.26,3/23/2021 0:00,255,SP02,Dennison Crosswaite,Yummies
P09,Orange Choco,Bars,7.14,G6,UK,530,3784.2,5824,2039.8,7/22/2021 0:00,314,SP18,Madelene Upcott,Jucies
P03,Almond Choco,Bars,9.6,G4,New Zealand,169,1622.4,2359,736.6,8/5/2021 0:00,100,SP14,Dotty Strutley,Delish
P07,Drinking Coco,Other,1.62,G3,Canada,151,244.62,3472,3227.38,7/12/2021 0:00,67,SP23,Van Tuxwell,Yummies
P10,Spicy Special Slims,Bites,5.79,G2,USA,826,4782.54,15694,10911.46,1/13/2021 0:00,387,SP16,Marney O'Breen,Jucies
P05,Mint Chip Choco,Bars,1.54,G6,UK,166,255.64,2653,2397.36,12/28/2021 0:00,128,SP07,Kaine Padly,Delish
P04,Raspberry Choco,Bars,4.09,G6,UK,881,3603.29,14084,10480.71,6/23/2021 0:00,243,SP08,Ches Bonnell,unkown
P14,White Choc,Other,0.16,G1,India,236,37.76,2121,2083.24,4/19/2021 0:00,136,SP23,Van Tuxwell,Yummies
P10,Spicy Special Slims,Bites,5.79,G6,UK,88,509.52,1491,981.48,12/24/2021 0:00,522,SP16,Marney O'Breen,Jucies
P04,Raspberry Choco,Bars,4.09,G4,New Zealand,157,642.13,2345,1702.87,12/16/2021 0:00,160,SP17,Rafaelita Blaksland,unkown
P13,85% Dark Bars,Bars,0.64,G2,USA,70,44.8,1540,1495.2,1/26/2021 0:00,77,SP05,Gigi Bohling,Delish
P03,Almond Choco,Bars,9.6,G6,UK,951,9129.6,13314,4184.4,6/2/2021 0:00,117,SP02,Dennison Crosswaite,Yummies
P09,Orange Choco,Bars,7.14,G3,Canada,1331,9503.34,10647,1143.66,3/19/2021 0:00,187,SP22,Jehu Rudeforth,unkown
P02,50% Dark Bites,Bites,2.57,G1,India,364,935.48,9821,8885.52,9/24/2021 0:00,58,SP10,Brien Boise,Jucies
P19,70% Dark Bites,Bites,4.97,G1,India,494,2455.18,10857,8401.82,5/21/2021 0:00,141,SP12,Karlen McCaffrey,Yummies
P01,Milk Bars,Bars,1.52,G4,New Zealand,201,305.52,2205,1899.48,9/29/2021 0:00,308,SP01,Barr Faughny,Yummies
P03,Almond Choco,Bars,9.6,G6,UK,1301,12489.6,14301,1811.4,3/30/2021 0:00,178,SP01,Barr Faughny,Yummies
P20,Smooth Sliky Salty,Bars,2.97,G2,USA,16,47.52,238,190.48,2/19/2021 0:00,93,SP21,Mallorie Waber,unkown
P20,Smooth Sliky Salty,Bars,2.97,G5,Australia,211,626.67,3584,2957.33,10/28/2021 0:00,111,SP04,Wilone O'Kielt,Delish
P11,After Nines,Bites,4.43,G2,USA,840,3721.2,15953,12231.8,4/16/2021 0:00,106,SP08,Ches Bonnell,unkown
P01,Milk Bars,Bars,1.52,G3,Canada,1347,2047.44,12117,10069.56,5/17/2021 0:00,166,SP15,Kelci Walkden,Yummies
P10,Spicy Special Slims,Bites,5.79,G1,India,262,1516.98,4977,3460.02,7/27/2021 0:00,21,SP03,Gunar Cockshoot,Yummies
P01,Milk Bars,Bars,1.52,G2,USA,676,1027.52,8106,7078.48,4/16/2021 0:00,71,SP02,Dennison Crosswaite,Yummies
P11,After Nines,Bites,4.43,G5,Australia,262,1160.66,5761,4600.34,7/22/2021 0:00,212,SP08,Ches Bonnell,unkown
P20,Smooth Sliky Salty,Bars,2.97,G1,India,179,531.63,2849,2317.37,9/21/2021 0:00,76,SP14,Dotty Strutley,Delish
P12,Fruit & Nut Bars,Bars,1.58,G1,India,280,442.4,6153,5710.6,11/23/2021 0:00,230,SP04,Wilone O'Kielt,Delish
P14,White Choc,Other,0.16,G6,UK,416,66.56,3325,3258.44,4/16/2021 0:00,94,SP22,Jehu Rudeforth,unkown
P17,Caramel Stuffed Bars,Bars,0.54,G3,Canada,717,387.18,7161,6773.82,11/10/2021 0:00,194,SP23,Van Tuxwell,Yummies
P15,Baker's Choco Chips,Bars,3.4,G4,New Zealand,397,1349.8,10710,9360.2,8/11/2021 0:00,129,SP05,Gigi Bohling,Delish
P10,Spicy Special Slims,Bites,5.79,G6,UK,265,1534.35,4767,3232.65,4/22/2021 0:00,9,SP15,Kelci Walkden,Yummies
P06,Eclairs,Bites,2.24,G6,UK,361,808.64,5775,4966.36,6/16/2021 0:00,199,SP01,Barr Faughny,Yummies
P21,Choco Coated Almonds,Bites,6.17,G6,UK,24,148.08,371,222.92,11/23/2021 0:00,284,SP06,Curtice Advani,Delish
P21,Choco Coated Almonds,Bites,6.17,G1,India,293,1807.81,4676,2868.19,1/26/2021 0:00,289,SP20,Oby Sorrel,Jucies
P22,Peanut Butter Cubes,Bites,3.57,G5,Australia,235,838.95,5383,4544.05,4/20/2021 0:00,211,SP10,Brien Boise,Jucies
P22,Peanut Butter Cubes,Bites,3.57,G3,Canada,444,1585.08,10640,9054.92,7/20/2021 0:00,32,SP01,Barr Faughny,Yummies
P07,Drinking Coco,Other,1.62,G3,Canada,57,92.34,1309,1216.66,3/9/2021 0:00,39,SP06,Curtice Advani,Delish
P12,Fruit & Nut Bars,Bars,1.58,G5,Australia,14,22.12,301,278.88,1/29/2021 0:00,227,SP02,Dennison Crosswaite,Yummies
P04,Raspberry Choco,Bars,4.09,G5,Australia,292,1194.28,4375,3180.72,8/25/2021 0:00,106,SP20,Oby Sorrel,Jucies
P15,Baker's Choco Chips,Bars,3.4,G1,India,481,1635.4,12481,10845.6,7/6/2021 0:00,181,SP24,Roddy Speechley,Delish
P03,Almond Choco,Bars,9.6,G2,USA,136,1305.6,1764,458.4,4/29/2021 0:00,366,SP14,Dotty Strutley,Delish
P19,70% Dark Bites,Bites,4.97,G5,Australia,458,2276.26,10969,8692.74,4/22/2021 0:00,314,SP01,Barr Faughny,Yummies
P19,70% Dark Bites,Bites,4.97,G6,UK,84,417.48,1834,1416.52,11/18/2021 0:00,34,SP08,Ches Bonnell,unkown
P17,Caramel Stuffed Bars,Bars,0.54,G6,UK,491,265.14,5887,5621.86,12/8/2021 0:00,100,SP08,Ches Bonnell,unkown
P05,Mint Chip Choco,Bars,1.54,G5,Australia,406,625.24,6496,5870.76,8/19/2021 0:00,135,SP20,Oby Sorrel,Jucies
P15,Baker's Choco Chips,Bars,3.4,G2,USA,184,625.6,4760,4134.4,7/8/2021 0:00,90,SP02,Dennison Crosswaite,Yummies
P03,Almond Choco,Bars,9.6,G6,UK,571,5481.6,6272,790.4,5/21/2021 0:00,216,SP12,Karlen McCaffrey,Yummies
P16,Organic Choco Syrup,Other,1.47,G2,USA,1657,2435.79,11599,9163.21,8/25/2021 0:00,63,SP07,Kaine Padly,Delish
P10,Spicy Special Slims,Bites,5.79,G1,India,47,272.13,882,609.87,12/31/2021 0:00,215,SP25,Camilla Castle,Delish
P11,After Nines,Bites,4.43,G5,Australia,112,496.16,2457,1960.84,11/29/2021 0:00,298,SP21,Mallorie Waber,unkown
P10,Spicy Special Slims,Bites,5.79,G4,New Zealand,72,416.88,1211,794.12,6/22/2021 0:00,122,SP14,Dotty Strutley,Delish
P15,Baker's Choco Chips,Bars,3.4,G1,India,153,520.2,3962,3441.8,10/11/2021 0:00,254,SP21,Mallorie Waber,unkown
P14,White Choc,Other,0.16,G2,USA,1558,249.28,14021,13771.72,8/25/2021 0:00,128,SP24,Roddy Speechley,Delish
P18,Manuka Honey Choco,Other,4.75,G2,USA,230,1092.5,1610,517.5,3/17/2021 0:00,12,SP04,Wilone O'Kielt,Delish
P20,Smooth Sliky Salty,Bars,2.97,G3,Canada,428,1271.16,7266,5994.84,8/16/2021 0:00,53,SP19,Beverie Moffet,Jucies
P02,50% Dark Bites,Bites,2.57,G2,USA,7,17.99,168,150.01,4/9/2021 0:00,185,SP19,Beverie Moffet,Jucies
P02,50% Dark Bites,Bites,2.57,G1,India,416,1069.12,10801,9731.88,12/2/2021 0:00,122,SP07,Kaine Padly,Delish
P20,Smooth Sliky Salty,Bars,2.97,G2,USA,595,1767.15,10101,8333.85,2/22/2021 0:00,290,SP17,Rafaelita Blaksland,unkown
P15,Baker's Choco Chips,Bars,3.4,G6,UK,610,2074,14630,12556,6/30/2021 0:00,100,SP16,Marney O'Breen,Jucies
P16,Organic Choco Syrup,Other,1.47,G1,India,1368,2010.96,12306,10295.04,3/24/2021 0:00,175,SP25,Camilla Castle,Delish
P10,Spicy Special Slims,Bites,5.79,G6,UK,58,335.82,1029,693.18,9/1/2021 0:00,180,SP07,Kaine Padly,Delish
P15,Baker's Choco Chips,Bars,3.4,G6,UK,441,1499.4,10563,9063.6,11/22/2021 0:00,74,SP10,Brien Boise,Jucies
